Data,Sentimento,Decisão,Preço Unitário,Qtd. Ações,Valor Investido,Caixa Livre,Patrimônio Total,Lucro/Prejuízo,Resumo da Notícia
2026-01-08,NEGATIVO,MANTIDO (Zerado),108.25,0,0.0,10000.0,10000.0,,"Dólar fica no zero a zero à espera do payroll nos EUA e IPCA no Brasil Moeda americana ficou estável contra o real, enquanto subiu no exterior no pregão desta quinta-feira, 8"
2026-02-27,NEGATIVO,MANTIDO (Zerado),111.58,0,0.0,10000.0,10000.0,,"IPCA 15, inflação nos EUA e desemprego: o que move os mercados No Brasil, o principal destaque desta sexta, 27, é a divulgação da prévia da inflação de fevereiro; o IBGE também divulga a taxa de desemprego de janeiro | Ibovespa recua com IPCA-15 acima do esperado; dólar sobe a R$ 5,17 IPCA-15 vem acima do esperado em fevereiro; dólar sobe em correção na última sessão do mês | Ibovespa encerra fevereiro em alta acumulada de 4%; dólar cai a R$ 5,13 Principal índice da B3 encerrou último pregão do mês em queda de 1,16% após IPCA-15 vir acima do esperado; exterior segue pressionado por temor com IA"
2026-03-30,NEGATIVO,MANTIDO (Zerado),111.0,0,0.0,10000.0,10000.0,,"Itaú vê inflação mais pressionada e eleva projeção da Selic a 13% Em relação ao IPCA, banco elevou estimativa deste ano de 3,8% para 4,5%"
2026-04-10,NEGATIVO,MANTIDO (Zerado),113.31,0,0.0,10000.0,10000.0,,"Ibovespa supera os 196.000 pontos e dólar cai a R$ 5,01 após IPCA acima do esperado Investidores monitoram rodada de negociações entre EUA e Irã no Paquistão neste sábado (11) | Agenda do dia: IPCA e CPI nos EUA são destaques | Manhã no mercado: Negociações no Oriente Médio e índices de inflação guiam os ativos globais IPCA no Brasil e CPI nos EUA serão acompanhados com atenção pelos investidores | Juros futuros acentuam alta e renovam máximas sob pressão do IPCA 'salgado' de março Além disso, há certa cautela entre investidores antes das negociações entre autoridades de países envolvidos na guerra no Oriente Médio | Bolsas de NY perdem força, mas sustentam alta semanal após CPI em linha e foco geopolítico Índice de preços ao consumidor (CPI) americano cheio de março vem em linha com o esperado, mas núcleo vem mais fraco | Juros curtos têm forte alta com IPCA e longos caem com apetite por risco A taxa do DI com vencimento para janeiro de 2027 teve alta firme de 13,925%, do ajuste de ontem, para 14,06% e a do DI para janeiro de 2031 anotou queda de 13,475% a 13,42% | Inflação no Brasil e EUA e tensão no Irã: o que move os mercados IPCA e CPI concentram atenções dos investidores nesta sexta-feira, 10, com tensões no Oriente Médio no radar também"
2026-04-11,NEGATIVO,MANTIDO (Zerado),113.31,0,0.0,10000.0,10000.0,,"IPCA assusta e mercado de juros já antecipa nova piora no Focus Após surpresa no IPCA, revisões de inflação ganham força e levam a ajustes na curva de juros, que se antecipou a uma nova piora nas expectativas de inflação"
