Data,Sentimento,Decisão,Preço Unitário,Qtd. Ações,Valor Investido,Caixa Livre,Patrimônio Total,Lucro/Prejuízo,Resumo da Notícia
2025-12-18,POSITIVO,COMPRA,21.36,468,9994.99,5.01,10000.0,,'Uma lembrancinha': BB lança Pix de Natal com direito a cartão digital Funcionalidade permite personalizar transferências com cartão digital temático e mensagem especial
2026-02-11,NEGATIVO,VENDA,25.8,0,0.0,12078.62,12078.62,2078.62,"Lucro do Banco do Brasil cai 40% no 4º tri para R$ 5,7 bilhões Número veio acima das projeções do mercado; BB divulgou projeções para 2026 | Banco do Brasil anuncia pagamento de R$ 1,2 bi em juros sobre capital próprio Provento será de R$ 0,2163 por ação, com pagamento em 5 de março e direito para quem tiver papéis até 23 de fevereiro"
2026-02-12,NEGATIVO,MANTIDO (Zerado),25.22,0,0.0,12078.62,12078.62,,"Banco do Brasil deve enfrentar 2026 desafiador, admite Tarciana Medeiros ""2025 foi desafiador, 2026 será desafiador. Mas será desafiador dentro de um desafio que já aprendemos"", disse a CEO | Recuperação judicial no agro vai desacelerar, mas continuará crescendo, diz BB No quarto trimestre de 2025, a inadimplência do agronegócio acima de 90 dias atingiu 6% da carteira | Por que ações do Banco do Brasil sobem mesmo com queda de 40% no lucro Despesas com provisões devem permanecer elevadas, entre R$ 53 bilhões e R$ 58 bilhões | 'Miramos 15% de retorno em 2026', diz CFO do Banco do Brasil sobre rentabilidade No 4° trimestre de 2025, o ROE do Banco do Brasil foi de 12,4%, acima dos 8,4% registrados no trimestre anterior, mas bem abaixo dos 20,8% em 2024"
2026-02-13,NEGATIVO,MANTIDO (Zerado),25.14,0,0.0,12078.62,12078.62,,"'Bancões' da B3 lucraram menos em 2025. Culpa do BB — e poderia ter sido pior Sem Banco do Brasil, lucro avançou no ano e bateu melhor marca da série histórica"
2026-03-06,POSITIVO,COMPRA,24.52,492,12063.84,14.78,12078.62,,Banco do Brasil lança Pix para compras na Argentina: veja como funciona Nova funcionalidade permite que brasileiros paguem em lojas físicas no país
2026-04-13,POSITIVO,MANTIDO (Comprado),24.8,492,12201.6,14.78,12216.38,,"BB celebra financiamento de R$ 2,57 bilhões para túnel Santos-Guarujá Operação foi estruturada pelo banco público e conta com garantia da União, reforçando a cooperação entre os governos federal e estadual"
2026-04-16,POSITIVO,MANTIDO (Comprado),24.58,492,12093.36,14.78,12108.14,,"Banco do Brasil precifica nesta quinta-feira emissão de bonds de cinco anos e meio, dizem fontes Operação, no formato “Nature Bonds”, estaria sendo apresentada aos investidores com indicações iniciais de retorno na faixa de 6%; liquidação está prevista para 23 de abril | Banco do Brasil emite US$ 500 milhões em bonds, dizem fontes Com a demanda pelos papéis, que chegou a US$ 2,2 bilhões, a taxa ficou em 5,875%"
2026-04-17,POSITIVO,MANTIDO (Comprado),24.4,492,12004.8,14.78,12019.58,,"BB e J&F captam US$ 900 milhões no exterior Volume de emissões brasileiras no mercado internacional chega a US$ 19,2 bilhões no ano"
2026-04-23,POSITIVO,MANTIDO (Comprado),23.06,492,11345.52,14.78,11360.3,,"BB gera R$ 17,2 bilhões no novo consignado privado e alcança 13% de participação de mercado Banco público busca 20% de ""market share"" no segmento | BB pretende chegar a 54 milhões de clientes ativos digitais até 2030 e vai lançar superapp Chamado de BB 5.0, novo aplicativo deve ser mais ágil, leve e simples, com uso de IA embarcada, o que possibilita uma maior personalização | BB vê recuperação com ‘altos e baixos’ Em reunião com investidores, executivos dizem que 2026 ainda tem desafios, sobretudo no primeiro semestre, com desempenho da carteira de agronegócio | BB não foi procurado formal nem informalmente para falar de BRB, diz Medeiros Presidente do BB não descarta, entretanto, a possibilidade de, eventualmente, comprar algumas carteiras do BRB"
